Id,category,text
126,beverage,"""RecipeName"": ""Cherry Jam-hattan"",
""Ingredients"": [
""Ice"",
""tablespoon tart cherry preserves\t"",
""oz bourbon"",
""oz dry vermouth"",
""dashes bitters"",
""Orange slice""
],
""PrepMethods"": [
""Fill martini shaker with ice. Add preserves, bourbon, vermouth and bitters; place lid on shaker, and shake until cold and blended. Strain into 1 glass."",
""Garnish with orange slice.""
]
"
127,dessert,"""RecipeName"": ""Cherry-Berry Cobbler "",
""Ingredients"": [
""box Betty Crocker™ wild blueberry muffin mix"",
""can (21 oz) cherry pie filling"",
""can (15 oz) pitted dark sweet cherries in heavy syrup, drained"",
""cup milk"",
""tablespoon vegetable oil"",
""eggs"",
""teaspoon grated lemon peel"",
""tablespoons sugar""
],
""PrepMethods"": [
""Heat oven to 375°F. In ungreased 13x9-inch (3-quart) glass baking dish, mix undrained blueberries (from muffin mix), pie filling and sweet cherries."",
""In medium bowl, stir muffin mix, milk, oil, eggs and lemon peel until moistened. Drop batter by 12 large spoonfuls onto fruit; sprinkle with sugar."",
""Bake 28 to 32 minutes or until top is golden brown and toothpick inserted in center of crust comes out clean.""
]
"
128,beverage,"""RecipeName"": ""Cherry-Tini"",
""Ingredients"": [
""Crushed ice"",
""tablespoons vodka"",
""tablespoons sweet and sour mix"",
""tablespoons cherry-flavored liqueur"",
""Maraschino cherries""
],
""PrepMethods"": [
""Fill cocktail shaker halfway with ice. Add vodka, sweet and sour mix and liqueur. Cover; shake vigorously until well mixed."",
""Strain mixture into 2 martini glasses. Garnish with cherries.""
]
"
129,snack,"""RecipeName"": ""Chex™ Honey Nut Cherry Crunch"",
""Ingredients"": [
""cups Honey Nut Chex™ cereal"",
""cups Rice Chex™ cereal"",
""cup whole cashews"",
""cup packed brown sugar"",
""cup honey"",
""tablespoons canola oil"",
""teaspoon salt"",
""cup dried cherries"",
""cup toasted sesame seeds""
],
""PrepMethods"": [
""In large microwavable bowl, mix cereal and cashews."",
""In 2-cup microwavable measuring cup, microwave brown sugar, honey, oil and salt uncovered on High about 1 1/2 minutes, stirring after 1 minute, until mixture comes to a boil. Stir butter mixture. Pour over cereal mixture; stir until evenly coated."",
""Microwave uncovered on High 4 minutes, stirring every minute. Stir in cherries and sesame seeds. Microwave an additional 3 minutes, stirring every minute. Spread on waxed paper or foil to cool. Store in airtight container.""
]
"
130,snack,"""RecipeName"": ""Chex® and O's Snackin' Bars"",
""Ingredients"": [
""cups Corn Chex™ cereal"",
""cups Cheerios™ cereal"",
""bag (7 oz) mixed dried fruit and raisins"",
""cup dried pineapple, chopped"",
""cup butter or margarine"",
""cup packed brown sugar"",
""tablespoons Gold Medal™ all-purpose flour"",
""cup light corn syrup""
],
""PrepMethods"": [
""Spray 13x9-inch pan with cooking spray. In large heatproof bowl, mix cereals, dried fruit and pineapple."",
""In 2-quart saucepan, melt butter over medium heat. Stir in brown sugar, flour and corn syrup. Heat to boiling, stirring constantly. Boil 1 minute over medium heat, stirring occasionally. Pour over cereal mixture; toss to mix well (mixture will be sticky)."",
""Spoon cereal mixture into pan; spread evenly. Cool completely before cutting, about 30 minutes. For bars, cut into 6 rows by 6 rows.""
]
"
131,snack,"""RecipeName"": ""Chex® Caramel-Chocolate Drizzles"",
""Ingredients"": [
""cups Corn Chex™ cereal"",
""cups Rice Chex™ cereal"",
""tablespoons milk"",
""tablespoons butter or margarine"",
""bag (14-oz size) caramels (about 25)"",
""cup semisweet chocolate chips, melted""
],
""PrepMethods"": [
""Heat oven to 300°F. Grease 15x10x1-inch pan.  In large bowl, mix cereals."",
""In 2-quart saucepan, heat milk, butter and caramels over low heat, stirring constantly, until caramels are melted. Pour over cereals, stirring until evenly coated. Spread in pan."",
""Bake 20 to 24 minutes, stirring after 10 minutes, until golden brown. Spread on waxed paper to cool, about 15 minutes. "",
""In microwavable bowl, microwave chocolate chips uncovered on High about 1 minute or until chocolate can be stirred smooth (bowl will be hot).  Drizzle chocolate over snack. Refrigerate about 30 minutes or until chocolate is set.  Store in airtight container.""
]
"
132,condiment,"""RecipeName"": ""Chicken Enchilada Dip"",
""Ingredients"": [
""cups shredded cooked chicken breast"",
""can (10 oz) Old El Paso™ enchilada sauce"",
""can (4.5 oz) Old El Paso™ chopped green chiles"",
""cup shredded Monterey Jack cheese (4 oz)"",
""cup shredded Cheddar cheese (4 oz)"",
""Tortilla chips""
],
""PrepMethods"": [
""Heat oven to 350°F. Lightly oil 13x9-inch (3-quart) glass baking dish with cooking spray."",
""In large bowl, combine shredded chicken, enchilada sauce, chiles, 1/2 cup of Monterey Jack cheese and 1/2 cup of the Cheddar cheese. Pour into baking dish. Top with remaining cheeses."",
""Bake about 20 minutes or until bubbly around edges. Cool 5 minutes before serving with tortilla chips.""
]
"
133,appetizer,"""RecipeName"": ""Chicken Salad-Stuffed Tomato Appetizers"",
""Ingredients"": [
""cherry tomatoes"",
""Green onion tops, cut into 1 1/4-inch strips"",
""cup chicken salad (from deli)"",
""tablespoons prepared horseradish""
],
""PrepMethods"": [
""With sharp knife, cut 1/4-inch off stem side of each tomato and 1/8-inch off bottoms. Using melon baller or small spoon, remove insides of tomatoes; discard."",
""Make cuts in ends of each green onion piece; place in bowl of ice water until curly."",
""In small bowl, mix chicken salad and horseradish. Place 1 teaspoon chicken salad in each tomato. Place 1 green onion brush in top center of each tomato for stem.""
]
"
134,appetizer,"""RecipeName"": ""Chicken Taco Crescent Pizza"",
""Ingredients"": [
""cans (8 oz each) refrigerated crescent dinner rolls"",
""package (8-oz size) cream cheese, softened"",
""cup sour cream"",
""teaspoons Old El Paso™ taco seasoning mix"",
""cup refrigerated guacamole (from 12-oz container)"",
""cup Old El Paso™ thick-and-chunky salsa"",
""cups frozen diced grilled chicken breast (from 9-oz package), thawed"",
""cup chopped roma (plum) tomatoes"",
""cup shredded romaine lettuce"",
""cup finely shredded Cheddar cheese (2 oz)""
],
""PrepMethods"": [
""Heat oven to 375°F. Spray 12-inch pizza pan with cooking spray. Remove dough from 1 can, keeping dough in 1 piece (do not unroll). Gently shape dough in one direction (so dough won't unroll) into 12-inch log with palms of hands. Cut log into 20 slices with serrated knife. Repeat with second can of dough."",
""Arrange 2 slices side by side on center of pan, pressing together to flatten inside edges and form a circle. Place 7 slices in ring around center slices; press together gently. Arrange 12 slices in another ring; press together gently. Arrange 19 slices in third ring, overlapping edges slightly; press together gently."",
""Bake 13 to 18 minutes or until edge is golden brown. Gently loosen crust from pan. Cool on pan 5 minutes. Gently remove from pan to cooling rack. Cool 15 minutes."",
""In medium bowl, beat cream cheese, sour cream and seasoning mix with electric mixer on low speed until smooth. Place crust on serving platter; spread with cream cheese mixture. Arrange guacamole, salsa, chicken, tomatoes, lettuce and cheese on cream cheese mixture to look like ornament.""
]
"
135,appetizer,"""RecipeName"": ""Chicken Terrine"",
""Ingredients"": [
""cup chopped fresh parsley"",
""pounds boneless skinless chicken breast halves"",
""tablespoons chopped shallots"",
""tablespoon chopped fresh thyme leaves or 1 teaspoon dried thyme leaves"",
""tablespoon vegetable oil"",
""teaspoon salt"",
""egg whites"",
""small red bell pepper, chopped (1/2 cup)""
],
""PrepMethods"": [
""Heat oven to 350°F. Line loaf pan, 8 1/2x4 1/2 inches, with alumnium foil. Sprinkle parsley in bottom of pan. "",
""Remove fat from chicken. Cut chicken into 1-inch pieces. Place chicken in food processor. Cover and process until coarsely ground. Add remaining ingredients except bell pepper. Cover and process until smooth. Mix chicken mixture and bell pepper. Spread in pan."",
""Cover pan tightly with aluminum foil. Bake 1 hour; remove foil. Bake uncovered 20 to 30 minutes longer or until meat thermometer inserted in center reads 180° F. Cover and let stand 1 hour. "",
""Refrigerate at least 3 hours but no longer than 48 hours. Invert onto serving platter. Remove pan and foil.""
]
"
136,condiment,"""RecipeName"": ""Chickpea-Sweet Potato-Cauliflower Baby Food Puree"",
""Ingredients"": [
""medium sweet potato, peeled, cubed (about 2 1/2 cups)"",
""cups small cauliflower florets"",
""cup canned chickpeas, drained, rinsed""
],
""PrepMethods"": [
""In large saucepan or skillet, place steamer basket in 1/2 inch water (water should not touch bottom of basket). Place sweet potato cubes and cauliflower in steamer basket. Cover tightly and heat to boiling; reduce heat to low. Steam about 12 minutes or until sweet potato is fork-tender. Drain, reserving steaming water. Cool slightly."",
""In blender or food processor, place sweet potato and cauliflower. Add chickpeas. Cover; blend or process until as smooth as desired, adding some of the steaming water if needed."",
""Serve immediately, or cover and refrigerate up to 24 hours. If freezing, spoon puree into ice cube trays, and freeze until solid. Transfer cubes to resealable freezer plastic bag. When ready to use, place individual cubes in the refrigerator to thaw.""
]
"
137,condiment,"""RecipeName"": ""Chili Lime Spread"",
""Ingredients"": [
""cup butter or margarine, softened"",
""teaspoon grated lime peel"",
""tablespoons lime juice"",
""to 2 teaspoons ground red chiles or chili powder""
],
""PrepMethods"": [
""Mix all ingredients."",
""Serve with grilled corn on the cob, vegetables or steak.""
]
"
138,condiment,"""RecipeName"": ""Chili Vinaigrette Dressing"",
""Ingredients"": [
""cup red wine vinegar"",
""tablespoons vegetable oil"",
""teaspoon chili powder"",
""teaspoon ground cumin"",
""small garlic clove, finely chopped""
],
""PrepMethods"": [
""Mix all ingredients.""
]
"
139,condiment,"""RecipeName"": ""Chimichurri Sauce"",
""Ingredients"": [
""cup fresh cilantro leaves"",
""cup fresh Italian (flat-leaf) parsley"",
""cup extra-virgin olive oil"",
""cup red wine vinegar"",
""cloves garlic"",
""medium jalapeño chile, seeded, chopped"",
""teaspoon dried oregano leaves"",
""teaspoon salt""
],
""PrepMethods"": [
""Place cilantro and parsley in food processor. Cover and process until chopped. Add oil, vinegar, garlic, jalapeño chile, oregano and salt. Cover and process until smooth. Transfer to small bowl; cover and refrigerate the chimichurri sauce at least 1 hour to let flavors blend.""
]
"
140,condiment,"""RecipeName"": ""Chipotle Barbecue Sauce"",
""Ingredients"": [
""cup barbecue sauce"",
""chipotle chiles in adobo sauce (from 7-ounce can), chopped"",
""teaspoons adobo sauce from can"",
""tablespoons orange marmalade""
],
""PrepMethods"": [
""Heat all ingredients to boiling in 1-quart saucepan; reduce heat."",
""Simmer uncovered 5 minutes, stirring occasionally. Serve warm sauce with grilled chicken or pork.""
]
"
141,appetizer,"""RecipeName"": ""Chipotle Black Bean Dip"",
""Ingredients"": [
""large dried chipotle chiles"",
""cup Old El Paso™ Thick 'n Chunky salsa"",
""cup jalapeño black bean dip"",
""tablespoons chopped fresh cilantro"",
""cup shredded Colby-Monterey Jack cheese (4 ounces)"",
""medium green onions, chopped (2 tablespoons)"",
""Sweet red cherry chile half, if desired"",
""Tortilla chips, if desired""
],
""PrepMethods"": [
""Heat oven to 350°F. Cover chiles with boiling water; let stand 10 minutes. Drain chiles and remove seeds. Chop chiles"",
""Mix chopped chiles, salsa and bean dip; stir in cilantro. (If making ahead, cover and refrigerate up to 24 hours.) Spoon into shallow 1-quart ovenproof serving dish. Sprinkle with cheese."",
""Bake about 15 minutes or until mixture is hot and cheese is melted. Sprinkle with onions. Garnish with chile half. Serve with tortilla chips.""
]
"
142,snack,"""RecipeName"": ""Chipotle Cheddar Wafers"",
""Ingredients"": [
""cups Gold Medal™ all-purpose flour"",
""cup butter or margarine, softened"",
""teaspoons garlic salt"",
""teaspoon chipotle chile powder"",
""cups shredded extra-sharp Cheddar cheese (from two 8-oz bags)""
],
""PrepMethods"": [
""In large bowl, beat all ingredients except cheese with electric mixer on medium speed until dough forms. Add cheese; beat on low speed until dough forms a ball. Shape dough into 2 (6x2-inch) logs. Wrap in plastic wrap; refrigerate at least 2 hours or up to 24 hours."",
""Heat oven to 350°F. Unwrap dough; cut into 1/4-inch slices with sharp knife. On ungreased cookie sheets, place slices 1 inch apart."",
""Bake 22 to 25 minutes or until crisp around edges. Immediately remove from cookie sheets to cooling racks. Cool completely.""
]
"
143,snack,"""RecipeName"": ""Chipotle Honey-Roasted Peanuts"",
""Ingredients"": [
""container (12 oz) honey-roasted peanuts"",
""teaspoon ground cinnamon"",
""teaspoon chipotle chile pepper powder"",
""Dash salt"",
""Dash ground nutmeg""
],
""PrepMethods"": [
""In large bowl, place peanuts. In small bowl, mix cinnamon, chile pepper powder, salt and nutmeg. With large spoon, scoop peanuts up and over, while sprinkling with the spice mixture, coating nuts completely. Store in jar or container with tight-fitting lid.""
]
"
144,condiment,"""RecipeName"": ""Chipotle Lime Mayonnaise"",
""Ingredients"": [
""cup mayonnaise"",
""teaspoon chipotle powder"",
""teaspoon grated lime peel"",
""teaspoons lime juice""
],
""PrepMethods"": [
""In small bowl, stir all ingredients together until well blended. Cover and refrigerate until ready to serve.""
]
"
145,condiment,"""RecipeName"": ""Chipotle Mayonnaise"",
""Ingredients"": [
""canned chipotle chiles in adobo sauce, finely chopped"",
""cup mayonnaise or salad dressing"",
""cup sour cream"",
""teaspoon dried oregano leaves, if desired""
],
""PrepMethods"": [
""In small bowl, mix all ingredients. Cover; refrigerate at least 1 hour to blend flavors."",
""Serve with soy-protein burgers, chicken-style breaded soy-protein patties and nuggets, grilled chicken-style soy-protein patties, bean burgers and vegetable burgers.""
]
"
